,Date,Week_Day,Eat_Ross,Eat_Chandler,Eat_BT1,Eat_BT2,Eat_BT3,Eat_BT4,Eat_BT5,Eat_GR1,Eat_GR2,Eat_GR3,Eat_GR4,Eat_GR5,Eat_Total,SharkCount,AvgPiecesPerShark,Drop_Ross,Drop_Chandler,Drop_BT1,Drop_BT2,Drop_BT3,Drop_BT4,Drop_BT5,Drop_GR1,Drop_GR2,Drop_GR3,Drop_GR4,Drop_GR5,Drop_Total,AvgDropsPerShark,Target_Ross,Target_Chandler,Target_BT1,Target_BT2,Target_BT3,Target_BT4,Target_BT5,Target_GR1,Target_GR2,Target_GR3,Target_GR4,Target_GR5,Target_Total,AvgTargetsPerShark,Temperature,Temperature_Rounded,Saury,Blue Runner,Squid,Mackerel,Herring,Sardine,Mazuri Vitamins,Garlic,Salmon,Bonito,Bluefish,Mahi,Goggle Eye,Humbolt Squid,BT/SB Location (1-6),GR Location (1-6),food_combo,,,,,,,
69,4/7/2018,Saturday,,,,,,,,0,3,3,0,2,8,5,1.6,,,,,,,,0,0,0,0,0,0,0,,,,,,,,5,1,5,1,5,17,3.4,74.6,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,Herring,,,,,,,
70,4/8/2018,Sunday,4,8,4,1,3,1,0,,,,,,21,7,3,0,1,0,0,1,0,0,,,,,,2,0.285714286,7,12,5,7,6,0,1,,,,,,38,5.428571429,74.6,75,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,,Mackerel,,,,,,,
71,4/10/2018,Tuesday,1,2,3,0,4,0,2,0,0,1,2,3,18,12,1.5,0,2,2,2,0,0,1,0,0,0,0,1,8,0.666666667,7,8,9,6,6,5,4,5,1,4,4,7,66,5.5,74.4,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,2,Saury,,,,,,,
72,4/12/2018,Thursday,0,7,2,3,1,3,3,1,0,0,2,2,24,12,2,0,0,0,1,1,1,0,0,0,1,0,0,4,0.333333333,5,0,7,2,1,4,6,1,1,0,2,2,31,2.583333333,75,75,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,3,Blue Runner,,,,,,,
73,4/14/2018,Saturday,,,,,,,,0,6,0,2,2,10,5,2,,,,,,,,0,0,0,0,0,0,0,,,,,,,,3,9,4,4,1,21,4.2,74.8,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,Herring,,,,,,,
74,4/15/2018,Sunday,4,1,2,3,2,2,1,,,,,,15,7,2.142857143,0,0,1,0,1,1,1,,,,,,4,0.571428571,7,12,10,8,6,16,3,,,,,,62,8.857142857,74.8,75,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,,Mackerel,,,,,,,
75,4/17/2018,Tuesday,0,0,0,1,0,0,3,1,2,3,0,5,15,12,1.25,0,0,1,1,0,0,1,0,1,1,0,0,5,0.416666667,10,7,17,11,6,14,12,6,5,8,4,5,105,8.75,74.4,74,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,Saury,,,,,,,
76,4/19/2018,Thursday,3,3,1,1,1,3,1,1,0,0,2,2,18,12,1.5,0,2,0,1,1,0,0,0,0,0,0,0,4,0.333333333,16,12,7,11,11,7,7,1,2,2,2,5,83,6.916666667,74.4,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,Blue Runner,,,,,,,
77,4/21/2018,Saturday,,,,,,,,1,1,1,2,0,5,5,1,,,,,,,,0,0,0,0,1,1,0.2,,,,,,,,2,4,4,2,2,14,2.8,74.6,75,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,3,Herring,,,,,,,
78,4/22/2018,Sunday,,,0,1,0,3,0,,,,,,4,5,0.8,,,0,0,0,2,0,,,,,,2,0.4,,,10,11,3,6,1,,,,,,31,6.2,74.4,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4,,Mackerel,,,,,,,
79,4/24/2018,Tuesday,5,2,3,4,3,4,5,1,2,2,3,0,0,12,0,1,1,1,0,0,0,0,0,1,1,0,0,5,0.416666667,5,9,11,5,4,5,10,3,1,3,6,5,67,5.583333333,74.8,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Saury,,,,,,,
80,4/26/2018,Thursday,5,2,3,2,4,1,4,1,1,0,0,0,23,12,1.916666667,1,0,0,0,0,1,2,0,0,0,0,0,4,0.333333333,28,8,6,6,13,12,22,2,0,5,2,1,105,8.75,74.2,74,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,Blue Runner,,,,,,,
81,4/28/2018,Saturday,,,,,,,,0,1,4,3,3,11,5,2.2,,,,,,,,0,1,0,0,0,1,0.2,,,,,,,,3,7,9,5,9,33,6.6,75,75,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,3,Herring,,,,,,,
82,4/29/2018,Sunday,4,2,1,0,2,0,2,,,,,,11,7,1.571428571,0,0,0,1,1,0,0,,,,,,2,0.285714286,13,6,7,6,6,6,9,,,,,,53,7.571428571,75,75,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,,Mackerel,,,,,,,
83,5/1/2018,Tuesday,3,3,4,2,6,2,4,3,2,3,1,2,35,12,2.916666667,0,1,0,0,0,0,0,0,0,0,1,0,2,0.166666667,8,9,12,7,13,8,13,4,3,7,3,1,88,7.333333333,74.8,75,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,Saury,,,,,,,
84,5/3/2018,Thursday,1,1,3,0,5,5,6,0,0,0,0,0,21,12,1.75,0,0,0,0,0,2,1,0,0,0,0,0,3,0.25,6,5,15,1,10,6,13,1,2,1,8,1,69,5.75,74.4,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,2,Blue Runner_Squid,,,,,,,
85,5/5/2018,Saturday,,,,,,,,0,4,1,1,4,10,5,2,,,,,,,,0,0,0,0,0,0,0,,,,,,,,2,3,5,4,6,20,4,75.6,76,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,3,Herring,,,,,,,
86,5/6/2018,Sunday,8,7,0,0,0,1,1,,,,,,17,7,2.428571429,0,0,0,0,0,1,0,,,,,,1,0.142857143,12,12,9,2,3,6,3,,,,,,47,6.714285714,75.2,75,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,,Mackerel,,,,,,,
87,5/8/2018,Tuesday,3,2,6,2,2,4,3,1,1,5,3,1,33,12,2.75,0,0,2,0,0,0,1,0,0,0,0,0,3,0.25,9,12,9,3,13,6,12,4,5,7,10,4,94,7.833333333,75.4,75,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,Saury,,,,,,,
88,5/10/2018,Thursday,0,3,2,1,4,3,4,2,0,0,0,1,20,12,1.666666667,0,0,0,1,1,1,0,0,0,0,0,0,3,0.25,9,7,4,5,7,6,6,5,1,0,1,7,58,4.833333333,75.6,76,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,2,Blue Runner_Squid,,,,,,,
89,5/12/2018,Saturday,,,,,,,,3,2,0,0,3,8,5,1.6,,,,,,,,0,0,0,1,0,1,0.2,,,,,,,,4,5,2,3,5,19,3.8,75.4,75,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,3,Herring_Goggle Eye,,,,,,,
90,5/13/2018,Sunday,4,2,2,2,4,1,0,,,,,,15,7,2.142857143,0,0,1,0,0,1,0,,,,,,2,0.285714286,32,8,28,5,16,7,13,,,,,,109,15.57142857,76.2,76,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,,Mackerel,,,,,,,
91,5/15/2018,Tuesday,1,0,5,5,0,6,8,2,3,1,3,1,35,12,2.916666667,0,1,2,1,1,0,1,0,0,0,0,0,6,0.5,4,5,9,6,12,12,9,2,8,9,7,4,87,7.25,76,76,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,3,Blue Runner,,,,,,,
92,5/17/2018,Thursday,1,2,1,2,2,0,1,1,1,1,3,0,15,12,1.25,1,1,1,0,0,2,0,0,0,0,0,0,5,0.416666667,5,8,7,7,1,3,12,2,1,0,6,0,52,4.333333333,75.6,76,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,3,Blue Runner,,,,,,,
93,5/19/2018,Saturday,,,,,,,,0,1,1,2,1,5,5,1,,,,,,,,0,0,1,0,0,1,0.2,,,,,,,,2,1,3,2,2,10,2,76.4,76,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,3,Herring_Goggle Eye,,,,,,,
94,5/20/2018,Sunday,5,4,0,1,1,3,0,,,,,,14,7,2,0,0,0,0,0,3,1,,,,,,4,0.571428571,16,11,6,3,7,9,7,,,,,,59,8.428571429,76.4,76,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,,Mackerel,,,,,,,
95,5/22/2018,Tuesday,3,0,4,4,2,4,6,5,1,4,1,2,36,12,3,0,0,4,0,1,0,1,0,0,0,0,0,6,0.5,11,5,14,6,9,4,4,2,9,6,4,7,81,6.75,76.2,76,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,3,Saury_Squid,,,,,,,
96,5/24/2018,Thursday,12,5,0,0,0,2,2,0,0,0,0,0,21,12,1.75,0,0,1,0,1,0,1,0,0,0,0,0,3,0.25,12,10,13,0,8,2,17,0,0,6,0,1,69,5.75,76.2,76,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,3,Bonito,,,,,,,
97,5/26/2018,Saturday,,,,,,,,1,2,1,1,1,6,5,1.2,,,,,,,,0,2,1,0,0,3,0.6,,,,,,,,1,4,8,2,7,22,4.4,76,76,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,3,Herring,,,,,,,
98,5/27/2018,Sunday,5,3,2,3,2,0,0,,,,,,15,7,2.142857143,0,0,0,0,0,0,0,,,,,,0,0,19,12,7,4,8,4,9,,,,,,63,9,76.4,76,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,,Mackerel,,,,,,,
99,5/29/2018,Tuesday,2,3,1,0,1,1,6,5,4,2,2,2,29,12,2.416666667,1,1,0,1,0,1,0,0,0,0,0,0,4,0.333333333,9,2,3,2,9,2,6,1,4,5,4,0,47,3.916666667,76.4,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Saury,,,,,,,
100,5/31/2018,Thursday,3,1,4,0,3,5,4,2,4,2,2,0,30,12,2.5,0,0,1,0,0,2,1,0,0,1,0,0,5,0.416666667,20,8,9,6,9,13,17,2,2,8,5,3,102,8.5,76.8,77,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,3,Blue Runner_Squid_Goggle Eye,,,,,,,
101,6/2/2018,Saturday,,,,,,,,0,1,4,3,1,9,5,1.8,,,,,,,,1,0,0,0,0,1,0.2,,,,,,,,0,1,4,1,7,13,2.6,76.4,76,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,3,Herring,,,,,,,
102,6/3/2018,Sunday,7,4,0,1,0,1,1,,,,,,14,7,2,0,0,0,0,0,1,0,,,,,,1,0.142857143,11,12,3,4,0,6,4,,,,,,40,5.714285714,77,77,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,,Mackerel,,,,,,,
103,6/5/2018,Tuesday,6,3,4,2,0,1,5,3,0,2,0,0,26,12,2.166666667,0,0,3,4,0,0,0,0,0,0,0,0,7,0.583333333,15,11,11,6,4,4,2,5,0,10,0,0,68,5.666666667,76.6,77,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,Saury,,,,,,,
104,6/7/2018,Thursday,0,3,0,4,0,9,3,0,3,4,1,0,27,12,2.25,0,0,1,0,1,0,0,0,0,0,0,0,2,0.166666667,1,17,8,5,7,17,10,7,5,10,6,2,95,7.916666667,77,77,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,3,Squid_Humbolt Squid,,,,,,,
105,6/9/2018,Saturday,,,,,,,,0,0,6,0,0,6,5,1.2,,,,,,,,0,0,0,0,0,0,0,,,,,,,,3,3,8,3,5,22,4.4,77.2,77,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,3,Herring_Goggle Eye,,,,,,,
106,6/10/2018,Sunday,4,2,0,1,3,4,0,,,,,,14,7,2,0,1,1,1,0,0,1,,,,,,4,0.571428571,12,10,7,5,7,3,11,,,,,,55,7.857142857,76.8,77,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,,Mackerel,,,,,,,
107,6/12/2018,Tuesday,1,1,3,3,0,9,2,0,5,2,1,0,27,12,2.25,0,0,1,0,1,1,3,0,0,0,0,0,6,0.5,12,9,19,7,14,14,13,1,3,1,4,1,98,8.166666667,76.6,77,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,Saury,,,,,,,
108,6/14/2018,Thursday,7,6,0,0,1,4,1,0,2,5,0,1,27,12,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,3,2,7,4,10,1,2,6,6,6,72,6,76.6,77,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,3,Squid_Bonito_Humbolt Squid,,,,,,,
109,6/15/2018,Friday,,,,,,,,2,0,4,0,0,6,5,1.2,,,,,,,,0,1,0,0,0,1,0.2,,,,,,,,4,3,11,3,4,25,5,76.6,77,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,3,Herring,,,,,,,
110,6/17/2018,Sunday,0,4,3,0,0,3,2,,,,,,12,7,1.714285714,2,0,0,0,0,1,0,,,,,,3,0.428571429,7,12,3,4,5,3,3,,,,,,37,5.285714286,76.6,77,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,,Mackerel,,,,,,,
111,6/19/2018,Tuesday,3,3,3,3,6,3,4,1,1,2,1,2,32,12,2.666666667,0,1,0,0,0,0,0,1,0,1,0,0,3,0.25,10,11,13,11,9,13,11,7,6,7,2,3,103,8.583333333,76.6,77,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,Saury,,,,,,,
112,6/21/2018,Thursday,9,2,0,0,1,0,2,2,1,0,0,1,18,12,1.5,0,0,2,0,0,0,0,0,0,0,0,0,2,0.166666667,12,10,8,3,2,3,3,5,3,2,0,0,51,4.25,76.6,77,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,3,Salmon_Bonito_Goggle Eye,,,,,,,
113,6/23/2018,Saturday,,,,,,,,2,2,0,1,0,5,5,1,,,,,,,,0,0,0,0,0,0,0,,,,,,,,5,4,5,5,14,33,6.6,76.8,77,0,0,0,0,1,0,0,1,0,1,0,0,0,0,,3,Herring_Bonito,,,,,,,
114,6/24/2018,Sunday,3,2,1,0,3,3,0,,,,,,12,7,1.714285714,1,1,0,0,0,0,0,,,,,,2,0.285714286,10,11,8,2,8,7,6,,,,,,52,7.428571429,77.2,77,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,,Mackerel,,,,,,,
115,6/26/2018,Tuesday,4,6,2,1,2,4,4,5,0,0,2,3,33,12,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,4,4,10,6,1,6,6,3,3,58,4.833333333,76.6,77,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,Saury_Herring,,,,,,,
116,6/28/2018,Thursday,2,2,1,6,0,0,2,2,0,3,1,1,20,12,1.666666667,0,1,1,1,1,2,0,0,0,0,0,0,6,0.5,15,18,12,10,8,9,9,4,2,10,5,5,107,8.916666667,76.8,77,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,3,Squid_Herring_Bluefish,,,,,,,
117,6/30/2018,Saturday,,,,,,,,3,2,3,1,4,13,5,2.6,,,,,,,,0,0,0,0,0,0,0,,,,,,,,7,6,8,1,9,31,6.2,76.8,77,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,3,Herring,,,,,,,
118,7/1/2018,Sunday,0,3,1,2,1,9,1,,,,,,17,7,2.428571429,0,0,2,0,1,0,1,,,,,,4,0.571428571,4,19,11,4,6,5,4,,,,,,53,7.571428571,77.4,77,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,,Herring,,,,,,,
119,7/3/2018,Tuesday,6,2,1,2,0,1,2,0,0,0,2,2,18,12,1.5,1,0,0,2,0,0,0,0,0,3,0,0,6,0.5,15,9,9,4,6,3,4,0,1,6,3,3,63,5.25,76.6,77,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,2,Squid_Mackerel_Humbolt Squid,,,,,,,
120,7/5/2018,Thursday,3,1,0,2,1,4,5,2,0,0,0,1,19,12,1.583333333,0,0,1,1,0,0,1,0,0,0,0,0,3,0.25,12,16,8,7,7,10,9,3,0,3,0,5,80,6.666666667,76.6,77,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,Squid,,,,,,,
121,7/7/2018,Saturday,,,,,,,,0,1,3,0,2,6,5,1.2,,,,,,,,0,0,1,0,0,1,0.2,,,,,,,,4,5,12,0,7,28,5.6,77.2,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,Herring,,,,,,,
122,7/8/2018,Sunday,0,4,0,3,0,4,0,,,,,,11,7,1.571428571,0,0,0,1,0,0,0,,,,,,1,0.142857143,10,11,8,1,3,9,6,,,,,,48,6.857142857,77.2,77,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,,Mackerel,,,,,,,
123,7/10/2018,Tuesday,1,1,2,5,5,3,1,2,1,3,0,1,25,12,2.083333333,0,0,1,0,0,0,0,0,0,0,0,0,1,0.083333333,10,10,9,9,7,7,10,5,7,7,1,4,86,7.166666667,78.2,78,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,Saury,,,,,,,
124,7/12/2018,Thursday,4,2,0,4,2,1,2,1,0,0,0,0,16,12,1.333333333,0,0,0,1,0,0,0,0,0,0,0,0,1,0.083333333,7,3,5,8,2,9,8,2,3,1,0,1,49,4.083333333,78.4,78,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,3,Blue Runner_Squid,,,,,,,
125,7/14/2018,Saturday,,,,,,,,3,1,3,1,2,10,5,2,,,,,,,,0,0,0,0,0,0,0,,,,,,,,10,6,9,4,7,36,7.2,78.2,78,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,3,Herring,,,,,,,
126,7/15/2018,Sunday,4,6,0,0,1,2,1,,,,,,14,7,2,0,0,0,0,2,0,1,,,,,,3,0.428571429,9,7,5,3,4,5,2,,,,,,35,5,78.6,79,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,,Mackerel,,,,,,,
127,7/17/2018,Tuesday,1,0,5,3,7,4,2,2,2,5,0,1,32,12,2.666666667,0,0,0,0,0,0,1,0,0,0,0,0,1,0.083333333,8,2,3,10,3,6,7,3,4,9,3,1,59,4.916666667,78.4,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Saury,,,,,,,
128,7/19/2018,Thursday,3,2,7,2,2,3,2,1,1,0,2,0,25,12,2.083333333,0,0,0,1,0,0,1,0,0,0,0,0,2,0.166666667,10,9,10,6,10,7,6,2,1,2,3,1,67,5.583333333,78.4,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,,,,,,,
129,7/21/2018,Saturday,,,,,,,,0,2,2,1,3,8,5,1.6,,,,,,,,0,0,0,0,0,0,0,,,,,,,,1,4,10,13,14,42,8.4,78.6,79,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,3,Herring,,,,,,,
130,7/22/2018,Sunday,1,3,0,3,1,4,1,,,,,,13,7,1.857142857,0,0,0,0,0,1,0,,,,,,1,0.142857143,12,10,8,5,7,8,4,,,,,,54,7.714285714,78.4,78,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,,Mackerel,,,,,,,
131,7/24/2018,Tuesday,5,1,2,8,1,3,4,1,3,2,2,1,33,12,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,8,7,14,4,5,6,11,1,4,77,6.416666667,78.6,79,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,Saury,,,,,,,
132,7/26/2018,Thursday,2,2,3,0,2,5,3,2,0,2,1,4,26,12,2.166666667,0,0,1,0,1,0,0,0,0,0,0,0,2,0.166666667,12,7,8,8,9,5,1,0,1,3,1,5,60,5,78.6,79,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,Blue Runner_Squid,,,,,,,
133,7/28/2018,Saturday,,,,,,,,0,2,3,1,6,12,5,2.4,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,7,4,3,12,26,5.2,78.6,79,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,3,Herring,,,,,,,
134,7/29/2018,Sunday,1,2,1,3,1,4,2,,,,,,14,7,2,0,0,0,2,0,0,0,,,,,,2,0.285714286,3,8,6,5,9,4,5,,,,,,40,5.714285714,77.8,78,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,,Mackerel,,,,,,,
135,7/31/2018,Tuesday,2,2,3,4,3,3,3,1,3,2,4,2,32,12,2.666666667,0,1,1,1,0,1,2,0,0,0,0,0,6,0.5,22,16,10,5,7,12,6,0,10,6,0,5,99,8.25,78,78,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,Saury,,,,,,,
136,8/2/2018,Thursday,3,0,3,4,6,3,3,1,0,3,4,0,30,12,2.5,0,0,0,1,0,0,2,0,0,0,0,0,3,0.25,7,13,14,6,9,9,12,1,2,7,4,1,85,7.083333333,77.8,78,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,3,Blue Runner_Squid,,,,,,,
137,8/4/2018,Saturday,,,,,,,,3,4,2,2,3,14,5,2.8,,,,,,,,0,0,0,0,0,0,0,,,,,,,,5,4,7,11,18,45,9,78.4,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,Herring,,,,,,,
138,8/5/2018,Sunday,0,5,2,2,3,0,0,,,,,,12,7,1.714285714,0,0,2,2,0,0,0,,,,,,4,0.571428571,8,14,10,10,11,7,3,,,,,,63,9,78,78,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,,Mackerel,,,,,,,
139,8/7/2018,Tuesday,5,6,0,4,5,2,2,1,2,4,2,3,36,12,3,0,0,0,0,1,0,1,0,0,1,0,0,3,0.25,7,10,25,7,6,6,11,1,7,13,14,6,113,9.416666667,77.4,77,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,Saury,,,,,,,
140,8/9/2018,Thursday,3,1,4,4,3,3,7,2,1,0,3,0,31,12,2.583333333,0,0,0,1,0,0,0,0,0,0,0,0,1,0.083333333,6,11,15,13,8,14,17,1,4,8,9,5,111,9.25,77.4,77,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,3,Blue Runner_Squid,,,,,,,
141,8/11/2018,Saturday,,,,,,,,0,3,3,2,5,13,5,2.6,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,6,3,1,7,17,3.4,78.2,78,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,1,Herring,,,,,,,
142,8/12/2018,Sunday,0,2,2,6,1,5,0,,,,,,16,7,2.285714286,0,0,0,0,0,0,0,,,,,,0,0,6,9,10,11,10,12,4,,,,,,62,8.857142857,78,78,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,,Mackerel,,,,,,,
143,8/14/2018,Tuesday,2,1,3,5,4,4,4,1,3,2,2,1,32,12,2.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,6,4,7,5,8,5,13,3,6,8,93,7.75,77.6,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Saury,,,,,,,
144,8/16/2018,Thursday,2,0,0,2,4,2,6,1,2,3,0,2,24,12,2,0,0,1,1,0,2,0,0,0,0,0,0,4,0.333333333,5,1,9,6,9,9,6,3,6,4,2,5,65,5.416666667,77.4,77,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2,3,Blue Runner_Squid,,,,,,,
145,8/18/2018,Saturday,,,,,,,,2,1,0,4,3,10,5,2,,,,,,,,0,0,0,0,0,0,0,,,,,,,,1,4,3,8,4,20,4,77.6,78,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,2,Herring,,,,,,,
146,8/19/2018,Sunday,2,2,1,8,0,2,0,,,,,,15,7,2.142857143,0,0,1,0,1,0,0,,,,,,2,0.285714286,8,13,11,5,5,5,4,,,,,,51,7.285714286,77.4,77,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,,Mackerel,,,,,,,
147,8/21/2018,Tuesday,3,8,1,1,3,3,2,0,1,0,0,0,22,12,1.833333333,0,0,1,1,0,0,0,0,0,0,0,0,2,0.166666667,13,8,6,4,5,4,10,1,4,6,1,0,62,5.166666667,77.2,77,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,Saury,,,,,,,
148,8/23/2018,Thursday,1,4,0,3,2,1,4,0,0,0,1,5,21,12,1.75,0,0,0,0,0,1,1,0,0,0,0,0,2,0.166666667,9,2,7,3,8,6,6,0,1,3,3,6,54,4.5,77.4,77,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,4,Blue Runner_Squid_Salmon,,,,,,,
149,8/25/2018,Saturday,,,,,,,,3,1,1,2,3,10,5,2,,,,,,,,0,0,0,0,0,0,0,,,,,,,,14,10,4,9,10,47,9.4,78,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,Herring,,,,,,,
150,8/26/2018,Sunday,3,5,1,0,0,3,2,,,,,,14,7,2,0,0,1,2,0,1,0,,,,,,4,0.571428571,10,14,6,8,6,4,2,,,,,,50,7.142857143,77.8,78,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,,Mackerel,,,,,,,
151,8/28/2018,Tuesday,3,0,1,3,3,5,3,3,3,0,2,2,28,12,2.333333333,0,0,1,2,0,0,0,0,0,0,1,0,4,0.333333333,12,5,9,9,6,3,10,3,9,2,1,4,73,6.083333333,77.4,77,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,Saury,,,,,,,
152,8/30/2018,Thursday,1,0,6,8,2,4,2,1,1,0,1,0,26,12,2.166666667,0,0,0,0,0,0,2,0,0,0,1,0,3,0.25,3,4,12,7,6,14,11,0,4,1,0,2,64,5.333333333,76.8,77,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2,4,Blue Runner_Squid,,,,,,,
153,9/1/2018,Saturday,,,,,,,,0,2,0,4,4,10,5,2,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,1,0,1,3,5,1,77.4,77,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,Herring,,,,,,,
154,9/2/2018,Sunday,0,3,0,4,4,2,1,,,,,,14,7,2,0,0,0,1,0,0,0,,,,,,1,0.142857143,12,15,8,8,7,7,7,,,,,,64,9.142857143,76.8,77,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,,Mackerel,,,,,,,
155,9/4/2018,Tuesday,5,1,1,8,4,2,6,0,2,0,1,1,31,12,2.583333333,0,0,0,1,0,0,0,0,0,0,0,0,1,0.083333333,18,8,7,3,3,4,5,2,1,2,1,5,59,4.916666667,76.6,77,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,Saury,,,,,,,
156,9/6/2018,Thursday,3,3,5,2,0,4,2,1,2,0,0,1,23,12,1.916666667,0,0,0,0,0,0,1,0,0,0,0,0,1,0.083333333,6,12,5,10,5,10,15,1,3,4,6,4,81,6.75,76.8,77,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,3,Blue Runner_Squid,,,,,,,
157,9/8/2018,Saturday,,,,,,,,4,1,0,1,2,8,5,1.6,,,,,,,,0,0,0,0,0,0,0,,,,,,,,27,2,3,1,3,36,7.2,77,77,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,3,Herring,,,,,,,
158,9/9/2018,Sunday,4,2,2,5,2,3,0,,,,,,18,7,2.571428571,0,0,0,1,0,1,0,,,,,,2,0.285714286,16,13,10,13,7,14,5,,,,,,78,11.14285714,77,77,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,,Mackerel,,,,,,,
