,Date,Week_Day,Eat_Ross,Eat_Chandler,Eat_BT1,Eat_BT2,Eat_BT3,Eat_BT4,Eat_BT5,Eat_GR1,Eat_GR2,Eat_GR3,Eat_GR4,Eat_GR5,Eat_Total,SharkCount,AvgPiecesPerShark,Drop_Ross,Drop_Chandler,Drop_BT1,Drop_BT2,Drop_BT3,Drop_BT4,Drop_BT5,Drop_GR1,Drop_GR2,Drop_GR3,Drop_GR4,Drop_GR5,Drop_Total,AvgDropsPerShark,Target_Ross,Target_Chandler,Target_BT1,Target_BT2,Target_BT3,Target_BT4,Target_BT5,Target_GR1,Target_GR2,Target_GR3,Target_GR4,Target_GR5,Target_Total,AvgTargetsPerShark,Temperature,Temperature_Rounded,Saury,Blue Runner,Squid,Mackerel,Herring,Sardine,Mazuri Vitamins,Garlic,Salmon,Bonito,Bluefish,Mahi,Goggle Eye,Humbolt Squid,BT/SB Location (1-6),GR Location (1-6),food_combo,,,,,,,
159,9/11/2018,Tuesday,0,4,4,5,4,4,4,1,2,3,1,2,34,12,2.833333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0.083333333,5,11,10,9,11,9,9,1,6,5,2,2,80,6.666666667,76.4,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4,Saury,,,,,,,
160,9/13/2018,Thursday,5,1,2,3,7,2,4,0,1,1,1,3,30,12,2.5,0,1,1,0,1,0,2,0,0,0,0,0,5,0.416666667,12,14,13,14,4,9,13,0,3,1,0,1,84,7,76,76,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2,3,Blue Runner_Squid,,,,,,,
161,9/15/2018,Saturday,,,,,,,,3,3,3,0,1,10,5,2,,,,,,,,0,0,0,0,0,0,0,,,,,,,,3,4,4,5,11,27,5.4,76,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,Herring,,,,,,,
162,9/16/2018,Sunday,1,6,0,3,1,0,2,,,,,,13,7,1.857142857,0,0,1,0,0,0,0,,,,,,1,0.142857143,5,9,8,11,7,7,5,,,,,,52,7.428571429,76.2,76,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,,Mackerel,,,,,,,
163,9/18/2018,Tuesday,2,2,1,4,4,6,6,2,1,3,1,3,35,12,2.916666667,0,0,0,2,0,0,1,1,0,0,0,0,4,0.333333333,6,11,3,2,4,9,8,3,4,5,0,9,64,5.333333333,76,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Saury,,,,,,,
164,9/20/2018,Thursday,2,4,0,2,1,0,1,0,2,1,0,1,14,12,1.166666667,1,0,0,1,1,1,0,0,1,2,0,0,7,0.583333333,2,5,6,5,2,5,1,0,3,4,5,3,41,3.416666667,76,76,0,1,1,0,0,0,1,1,0,0,0,0,0,0,3,1,Blue Runner_Squid,,,,,,,
165,9/22/2018,Saturday,,,,,,,,2,1,3,2,4,12,5,2.4,,,,,,,,0,0,0,0,0,0,0,,,,,,,,3,1,7,4,4,19,3.8,75.8,76,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,2,Herring,,,,,,,
166,9/23/2018,Sunday,1,5,2,2,0,1,0,,,,,,11,7,1.571428571,1,0,1,2,0,0,1,,,,,,5,0.714285714,6,7,3,12,5,6,3,,,,,,42,6,75.6,76,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,,Mackerel,,,,,,,
167,9/25/2018,Tuesday,3,6,2,3,2,1,3,0,2,3,0,2,27,12,2.25,1,0,4,0,0,0,0,0,0,0,0,0,5,0.416666667,14,12,14,7,14,19,15,3,2,8,1,5,114,9.5,75,75,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,Saury,,,,,,,
168,9/27/2018,Thursday,0,1,0,1,2,0,5,0,0,3,0,0,12,12,1,0,1,0,0,0,1,0,0,0,1,0,0,3,0.25,5,3,4,6,2,5,5,0,1,4,2,5,42,3.5,75,75,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,3,Squid_Bluefish,,,,,,,
169,9/29/2018,Saturday,,,,,,,,2,0,1,3,4,10,5,2,,,,,,,,0,0,0,0,0,0,0,,,,,,,,2,2,3,9,3,19,3.8,75.6,76,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,2,Herring,,,,,,,
170,9/30/2018,Sunday,4,0,1,0,0,4,0,,,,,,9,7,1.285714286,0,1,0,0,0,2,0,,,,,,3,0.428571429,5,6,3,3,0,10,0,,,,,,27,3.857142857,75.4,75,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4,,Mackerel,,,,,,,
171,10/2/2018,Tuesday,5,0,2,0,2,9,8,0,2,5,1,4,38,12,3.166666667,0,0,2,1,1,3,1,0,1,0,0,0,9,0.75,13,0,14,12,8,9,12,3,8,5,0,7,91,7.583333333,75,75,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2,4,Saury_Squid,,,,,,,
172,10/4/2018,Thursday,3,0,0,0,2,5,9,2,0,3,1,1,26,12,2.166666667,0,0,1,1,0,0,0,0,0,0,0,0,2,0.166666667,10,7,9,10,8,18,17,6,2,5,1,10,103,8.583333333,75.4,75,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,3,Squid_Herring,,,,,,,
173,10/6/2018,Saturday,,,,,,,,1,1,3,3,3,11,5,2.2,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,7,9,3,10,33,6.6,75.8,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,Herring,,,,,,,
174,10/7/2018,Sunday,1,0,3,4,2,2,0,,,,,,12,7,1.714285714,0,0,0,2,0,0,1,,,,,,3,0.428571429,7,5,6,4,8,7,7,,,,,,44,6.285714286,75.6,76,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,,Mackerel,,,,,,,
175,10/9/2018,Tuesday,2,4,2,5,4,1,0,1,0,2,1,0,22,12,1.833333333,0,0,0,1,0,0,0,0,0,0,0,0,1,0.083333333,5,9,8,12,12,12,2,1,2,2,0,2,67,5.583333333,75,75,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,2,,,,,,,,
176,10/11/2018,Thursday,1,0,0,2,4,3,6,0,1,2,0,1,20,12,1.666666667,0,0,0,0,0,1,0,0,0,0,0,0,1,0.083333333,17,1,6,10,6,14,14,4,1,3,0,1,77,6.416666667,75.4,75,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,3,Squid,,,,,,,
177,10/13/2018,Saturday,,,,,,,,2,0,3,0,4,9,5,1.8,,,,,,,,0,1,0,0,0,1,0.2,,,,,,,,5,3,6,0,4,18,3.6,74.4,74,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,2,Herring,,,,,,,
178,10/14/2018,Sunday,0,1,2,5,0,4,0,,,,,,12,7,1.714285714,0,1,0,2,0,0,0,,,,,,3,0.428571429,0,13,3,4,1,6,1,,,,,,28,4,74.2,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,,Mackerel,,,,,,,
179,10/16/2018,Tuesday,1,5,1,0,2,0,7,1,4,2,1,0,24,12,2,0,1,0,0,0,0,0,1,0,0,2,0,4,0.333333333,14,11,6,12,6,4,4,2,3,12,1,9,84,7,73.6,74,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,3,Salmon_Bonito_Humbolt Squid,,,,,,,
180,10/18/2018,Thursday,1,0,1,5,1,4,8,0,0,3,0,2,25,12,2.083333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0.083333333,2,0,6,9,2,6,11,1,2,3,0,1,43,3.583333333,73.6,74,0,0,1,0,0,1,1,1,0,0,0,0,0,0,4,3,Squid,,,,,,,
181,10/20/2018,Saturday,,,,,,,,4,1,3,2,3,13,5,2.6,,,,,,,,0,0,0,0,0,0,0,,,,,,,,9,6,13,9,11,48,9.6,74.2,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,4,Herring,,,,,,,
182,10/21/2018,Sunday,3,2,1,5,3,5,1,,,,,,20,7,2.857142857,0,0,0,1,0,0,0,,,,,,1,0.142857143,16,5,14,20,5,16,4,,,,,,80,11.42857143,73.6,74,0,0,0,0,1,1,0,1,0,0,0,0,0,0,4,,Herring,,,,,,,
183,10/23/2018,Tuesday,8,1,0,2,0,1,0,0,0,0,0,0,12,12,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0.166666667,6,4,12,7,12,7,2,0,1,1,0,1,53,4.416666667,74.8,75,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2,3,Squid_Bonito,,,,,,,
184,10/25/2018,Thursday,0,0,1,1,2,5,9,2,1,5,2,1,29,12,2.416666667,0,0,2,2,2,0,2,0,0,1,0,0,9,0.75,0,12,13,8,11,8,8,2,0,5,3,5,75,6.25,74.6,75,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,3,Herring,,,,,,,
185,10/27/2018,Saturday,,,,,,,,0,0,0,1,1,2,5,0.4,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,5,0,2,6,13,2.6,74.4,74,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,1,Salmon,,,,,,,
186,10/28/2018,Sunday,3,4,1,4,2,2,1,,,,,,17,7,2.428571429,0,0,0,0,0,0,0,,,,,,0,0,13,7,6,10,8,7,3,,,,,,54,7.714285714,74.8,75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,,,,,,,,,
187,10/30/2018,Tuesday,8,0,4,2,0,3,2,1,3,1,1,4,29,12,2.416666667,0,0,1,3,0,0,0,0,0,0,0,0,4,0.333333333,8,1,5,11,7,5,9,1,4,5,3,7,66,5.5,74.4,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,Saury,,,,,,,
188,11/1/2018,Thursday,5,1,1,3,0,4,3,1,0,0,2,2,22,12,1.833333333,0,0,1,0,0,0,1,0,0,0,0,0,2,0.166666667,11,4,8,12,13,15,2,2,6,7,0,3,83,6.916666667,74.2,74,0,0,1,0,0,1,1,1,0,0,0,0,0,0,4,2,Squid,,,,,,,
189,11/3/2018,Saturday,,,,,,,,0,1,0,0,0,1,5,0.2,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,8,0,1,3,12,2.4,74.2,74,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,3,,,,,,,,
190,11/4/2018,Sunday,1,0,3,4,1,0,1,,,,,,10,7,1.428571429,0,0,1,0,1,0,0,,,,,,2,0.285714286,4,3,2,10,9,3,3,,,,,,34,4.857142857,73.6,74,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,,Saury,,,,,,,
191,11/6/2018,Tuesday,3,1,1,1,5,5,5,0,2,2,3,0,28,12,2.333333333,0,1,1,0,0,0,0,0,1,0,0,0,3,0.25,20,13,11,4,7,8,25,2,3,0,2,2,97,8.083333333,73.6,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,Saury,,,,,,,
192,11/8/2018,Thursday,0,0,4,0,1,3,4,0,0,0,0,0,12,12,1,0,0,2,3,2,1,1,0,1,0,0,0,10,0.833333333,1,0,5,7,7,13,2,0,2,1,1,3,42,3.5,73.6,74,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,3,Squid_Bluefish,,,,,,,
193,11/10/2018,Saturday,,,,,,,,1,0,4,5,2,12,5,2.4,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,10,15,8,6,43,8.6,73.2,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,Herring,,,,,,,
194,11/11/2018,Sunday,3,4,0,3,0,3,1,,,,,,14,7,2,0,0,0,0,0,0,0,,,,,,0,0,6,4,6,9,4,12,4,,,,,,45,6.428571429,73.6,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,,Mackerel,,,,,,,
195,11/13/2018,Tuesday,0,1,1,0,4,4,8,1,3,2,3,4,31,12,2.583333333,0,0,1,0,0,1,0,0,0,0,0,0,2,0.166666667,3,5,8,1,3,6,10,0,6,5,0,0,47,3.916666667,73.4,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,Saury,,,,,,,
196,11/15/2018,Thursday,3,3,5,0,1,1,9,1,0,2,1,3,29,12,2.416666667,1,1,4,0,0,1,0,0,0,0,0,0,7,0.583333333,12,12,15,6,5,13,13,0,4,10,8,7,105,8.75,72.8,73,0,1,1,0,0,0,1,1,0,0,0,0,0,0,3,4,Blue Runner_Squid,,,,,,,
197,11/17/2018,Saturday,,,,,,,,1,1,4,2,4,12,5,2.4,,,,,,,,0,0,1,0,1,2,0.4,,,,,,,,6,4,21,8,14,53,10.6,73.4,73,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,Squid_Herring,,,,,,,
198,11/18/2018,Sunday,9,3,6,0,4,3,0,,,,,,25,7,3.571428571,0,0,0,0,0,0,0,,,,,,0,0,13,12,12,2,11,16,3,,,,,,69,9.857142857,73,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,,Mackerel,,,,,,,
199,11/20/2018,Tuesday,8,4,2,0,0,2,4,1,2,3,4,1,31,12,2.583333333,0,0,0,0,2,0,1,0,0,0,0,0,3,0.25,11,9,13,1,8,10,6,1,4,14,4,3,84,7,73,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,Saury,,,,,,,
200,11/24/2018,Saturday,,,,,,,,0,1,4,7,2,14,5,2.8,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,8,13,12,9,42,8.4,74.2,74,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,2,Squid_Herring,,,,,,,
201,11/25/2018,Sunday,6,1,2,4,2,1,3,,,,,,19,7,2.714285714,0,0,1,0,1,0,0,,,,,,2,0.285714286,17,14,9,12,5,11,9,,,,,,77,11,73.8,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,,Mackerel,,,,,,,
202,11/27/2018,Tuesday,3,7,3,0,1,3,5,0,3,3,0,1,29,12,2.416666667,0,0,1,0,0,2,2,0,0,0,0,0,5,0.416666667,6,7,8,10,6,5,11,0,8,5,5,4,75,6.25,74,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,Saury,,,,,,,
203,11/29/2018,Thursday,3,0,5,2,1,5,3,1,0,2,2,0,24,12,2,0,0,1,4,0,0,0,0,0,0,0,0,5,0.416666667,12,1,6,4,8,8,9,0,0,5,0,3,56,4.666666667,73.8,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,3,4,Blue Runner_Squid,,,,,,,
204,12/1/2018,Saturday,,,,,,,,0,2,0,7,5,14,5,2.8,,,,,,,,0,0,0,0,0,0,0,,,,,,,,1,10,2,9,14,36,7.2,73.6,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,Herring,,,,,,,
205,12/2/2018,Sunday,2,3,0,13,0,1,7,,,,,,26,7,3.714285714,0,0,0,1,2,0,0,,,,,,3,0.428571429,10,12,6,3,1,6,5,,,,,,43,6.142857143,73.4,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4,,Mackerel,,,,,,,
206,12/4/2018,Tuesday,7,5,0,0,5,2,3,1,2,2,1,1,29,12,2.416666667,0,0,0,0,1,0,2,0,1,0,2,0,6,0.5,7,9,9,3,3,10,10,2,2,4,3,2,64,5.333333333,73.2,73,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,Saury,,,,,,,
207,12/6/2018,Thursday,1,0,1,6,1,5,5,0,1,0,0,0,20,12,1.666666667,0,0,3,1,0,0,1,0,0,0,0,0,5,0.416666667,4,0,17,8,9,13,12,0,1,0,0,0,64,5.333333333,73.6,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,3,4,Blue Runner_Squid,,,,,,,
208,12/8/2018,Saturday,,,,,,,,2,1,5,4,2,14,5,2.8,,,,,,,,0,0,0,0,0,0,0,,,,,,,,1,2,7,4,10,24,4.8,73.6,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,2,Herring,,,,,,,
209,12/9/2018,Sunday,2,6,0,13,0,4,0,,,,,,25,7,3.571428571,0,0,0,0,0,0,0,,,,,,0,0,6,5,0,7,2,9,0,,,,,,29,4.142857143,73.8,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,6,,Mackerel,,,,,,,
210,12/11/2018,Tuesday,2,3,1,2,7,0,6,0,1,5,2,0,29,12,2.416666667,0,0,1,1,0,0,0,0,0,0,0,0,2,0.166666667,13,15,9,8,7,10,15,0,2,6,0,1,86,7.166666667,73.8,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,Saury,,,,,,,
211,12/13/2018,Thursday,1,0,3,3,3,1,1,1,3,2,0,0,18,12,1.5,0,0,1,1,2,2,0,0,2,1,0,0,9,0.75,13,1,12,6,1,4,7,3,20,4,2,3,76,6.333333333,73.2,73,0,1,1,0,0,0,1,1,0,0,0,0,0,0,4,1,Blue Runner_Squid,,,,,,,
212,12/15/2018,Saturday,,,,,,,,3,2,2,6,4,17,5,3.4,,,,,,,,0,1,0,0,0,1,0.2,,,,,,,,3,6,6,3,6,24,4.8,73.6,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,Herring,,,,,,,
213,12/16/2018,Sunday,1,2,8,8,1,2,3,,,,,,25,7,3.571428571,0,0,0,0,0,3,1,,,,,,4,0.571428571,23,16,15,19,11,19,8,,,,,,111,15.85714286,73.4,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4,,Mackerel,,,,,,,
214,12/18/2018,Tuesday,6,2,0,2,2,1,6,3,0,2,0,4,28,12,2.333333333,0,0,0,1,0,0,0,0,0,1,0,0,2,0.166666667,9,8,0,8,5,5,12,2,6,8,0,4,67,5.583333333,74.2,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,Saury,,,,,,,
215,12/20/2018,Thursday,0,2,1,4,0,8,0,0,1,2,2,0,20,12,1.666666667,0,0,4,3,1,0,0,0,0,1,0,1,10,0.833333333,1,6,8,7,12,8,0,2,2,5,4,4,59,4.916666667,73.8,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,6,4,Blue Runner_Squid,,,,,,,
216,12/22/2018,Saturday,,,,,,,,1,0,3,6,2,12,5,2.4,,,,,,,,0,0,0,0,0,0,0,,,,,,,,2,0,7,6,8,23,4.6,74,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,2,Herring,,,,,,,
217,12/23/2018,Sunday,6,4,0,4,6,3,1,,,,,,24,7,3.428571429,0,0,0,1,0,0,0,,,,,,1,0.142857143,13,12,17,20,14,12,11,,,,,,99,14.14285714,73.2,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4,,Mackerel,,,,,,,
218,12/27/2018,Thursday,6,2,0,0,1,3,3,2,1,3,2,0,23,12,1.916666667,1,0,1,0,0,0,0,0,0,0,1,0,3,0.25,7,9,10,6,3,8,10,4,1,7,6,2,73,6.083333333,73.4,73,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,2,Blue Runner_Squid,,,,,,,
219,12/28/2018,Friday,,,,,,,,1,2,2,3,2,10,5,2,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,3,10,3,10,30,6,73.6,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,2,Herring,,,,,,,
220,12/30/2018,Sunday,3,3,2,7,7,1,0,,,,,,23,7,3.285714286,0,0,0,1,0,0,0,,,,,,1,0.142857143,24,16,13,9,15,15,21,,,,,,113,16.14285714,73.8,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,,Mackerel,,,,,,,
221,1/1/2019,Tuesday,0,3,2,6,2,7,0,3,4,3,0,1,31,12,2.583333333,0,0,0,1,0,1,0,0,0,0,0,0,2,0.166666667,4,2,2,10,3,6,0,6,6,5,1,4,49,4.083333333,73.4,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,6,Saury,,,,,,,
222,1/3/2019,Thursday,3,0,2,2,6,0,6,0,1,4,0,3,27,12,2.25,0,0,2,1,0,0,0,0,0,1,0,2,6,0.5,13,15,14,9,9,1,6,1,0,0,3,5,76,6.333333333,73.6,74,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,4,Blue Runner_Squid,,,,,,,
223,1/5/2019,Saturday,,,,,,,,1,0,0,0,1,2,5,0.4,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,0,3,0,5,12,2.4,73.6,74,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,6,Blue Runner_Squid,,,,,,,
224,1/6/2019,Sunday,5,2,0,6,7,0,5,,,,,,25,7,3.571428571,0,0,0,0,0,0,0,,,,,,0,0,19,15,5,18,20,9,14,,,,,,100,14.28571429,74.2,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,,Mackerel,,,,,,,
225,1/8/2019,Tuesday,2,6,6,6,2,0,3,4,6,3,3,3,44,12,3.666666667,0,0,2,0,0,0,0,0,0,0,0,0,2,0.166666667,13,7,17,12,9,12,10,2,7,8,1,4,102,8.5,73.6,74,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,Saury,,,,,,,
226,1/10/2019,Thursday,2,3,0,1,4,2,2,1,0,2,2,3,22,12,1.833333333,0,0,0,1,0,0,0,0,0,0,0,1,2,0.166666667,8,6,5,5,1,7,7,1,0,1,2,0,43,3.583333333,73.2,73,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,4,Blue Runner,,,,,,,
227,1/12/2019,Saturday,,,,,,,,1,1,0,2,5,9,5,1.8,,,,,,,,0,0,0,2,0,2,0.4,,,,,,,,3,7,2,3,9,24,4.8,73.8,74,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,2,Herring,,,,,,,
228,1/13/2019,Sunday,1,8,2,6,0,9,2,,,,,,28,7,4,0,0,1,0,0,0,1,,,,,,2,0.285714286,11,13,12,12,3,21,7,,,,,,79,11.28571429,74.2,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,,Mackerel,,,,,,,
229,1/15/2019,Tuesday,6,4,1,2,3,1,8,0,1,3,0,1,30,12,2.5,0,0,2,0,0,0,0,0,0,0,0,0,2,0.166666667,10,13,6,4,8,7,9,0,6,2,1,0,66,5.5,73.4,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,Saury,,,,,,,
230,1/17/2019,Thursday,4,1,5,5,1,2,3,0,0,1,0,1,23,12,1.916666667,0,0,2,1,0,0,0,0,1,0,0,0,4,0.333333333,12,9,14,9,8,14,14,0,0,0,0,0,80,6.666666667,73.2,73,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2,1,Blue Runner_Squid,,,,,,,
231,1/19/2019,Saturday,,,,,,,,0,0,0,0,0,0,5,0,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,2,0,0,0,2,0.4,74.6,75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,4,Blue Runner,,,,,,,
232,1/20/2019,Sunday,4,0,6,8,4,2,2,,,,,,26,7,3.714285714,0,0,0,0,0,0,0,,,,,,0,0,13,3,12,22,12,22,6,,,,,,90,12.85714286,73.6,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,,Mackerel,,,,,,,
233,1/22/2019,Tuesday,4,3,1,1,6,0,6,0,2,7,0,2,32,12,2.666666667,0,0,0,0,0,0,1,0,0,0,0,0,1,0.083333333,15,8,8,8,8,7,10,0,5,2,0,1,72,6,74,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,Saury,,,,,,,
234,1/24/2019,Thursday,0,0,11,9,1,5,0,0,2,1,0,3,32,12,2.666666667,0,0,1,1,0,2,0,0,0,0,0,0,4,0.333333333,4,0,21,9,8,18,0,0,1,1,0,3,65,5.416666667,73.2,73,0,1,1,0,0,0,1,1,0,0,0,0,0,0,6,4,Blue Runner_Squid,,,,,,,
235,1/26/2019,Saturday,,,,,,,,0,0,0,0,0,0,5,0,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,73.4,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,4,,,,,,,,
236,1/27/2019,Sunday,6,0,5,1,4,9,3,,,,,,28,7,4,0,0,1,0,0,0,0,,,,,,1,0.142857143,16,1,11,11,9,13,9,,,,,,70,10,73.4,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,,Mackerel,,,,,,,
237,1/29/2019,Tuesday,2,0,1,6,7,1,1,0,1,2,2,1,24,12,2,0,0,0,5,0,0,0,0,1,1,0,0,7,0.583333333,2,8,4,4,4,9,1,0,2,3,1,5,43,3.583333333,73.4,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,Saury,,,,,,,
238,1/31/2019,Thursday,2,3,1,7,2,3,5,0,1,0,5,4,33,12,2.75,0,0,1,0,0,1,0,0,0,1,0,0,3,0.25,10,7,15,8,5,16,13,4,7,6,4,10,105,8.75,73.6,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,4,1,Blue Runner_Squid,,,,,,,
239,2/2/2019,Saturday,,,,,,,,0,1,0,1,0,2,5,0.4,,,,,,,,0,1,0,0,0,1,0.2,,,,,,,,0,1,1,1,0,3,0.6,73.8,74,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,2,Mahi,,,,,,,
240,2/3/2019,Sunday,3,1,2,7,0,1,4,,,,,,18,7,2.571428571,0,0,0,0,0,1,0,,,,,,1,0.142857143,11,5,7,5,7,8,5,,,,,,48,6.857142857,73.8,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,,Mackerel,,,,,,,
241,2/5/2019,Tuesday,4,5,3,0,3,3,3,4,0,0,0,3,28,12,2.333333333,0,0,0,0,0,0,0,0,0,1,0,1,2,0.166666667,13,4,10,4,7,5,8,3,3,3,1,2,63,5.25,73.2,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,Saury,,,,,,,
242,2/7/2019,Thursday,6,4,1,3,1,0,1,0,0,0,1,0,17,12,1.416666667,0,1,1,2,1,1,0,0,0,0,0,1,7,0.583333333,12,29,9,8,14,5,0,1,3,0,3,4,88,7.333333333,73.6,74,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,2,Blue Runner_Squid_Bonito,,,,,,,
243,2/9/2019,Saturday,,,,,,,,3,1,0,4,6,14,5,2.8,,,,,,,,0,0,0,0,0,0,0,,,,,,,,1,9,0,1,6,17,3.4,74,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,Herring,,,,,,,
244,2/10/2019,Sunday,3,5,1,1,3,1,3,,,,,,17,7,2.428571429,0,1,3,4,1,1,0,,,,,,10,1.428571429,12,10,13,14,10,12,4,,,,,,75,10.71428571,73.2,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4,,Mackerel,,,,,,,
245,2/12/2019,Tuesday,3,4,1,2,2,3,3,1,0,1,1,1,22,12,1.833333333,1,0,1,1,1,0,0,0,0,0,0,0,4,0.333333333,16,14,5,11,11,4,9,2,0,3,0,2,77,6.416666667,73.2,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,Saury,,,,,,,
246,2/14/2019,Thursday,2,0,0,5,4,1,5,1,1,4,0,3,26,12,2.166666667,0,0,0,0,0,0,2,0,2,0,0,0,4,0.333333333,7,4,7,8,9,5,13,0,0,2,0,2,57,4.75,73.6,74,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,4,Blue Runner_Squid_Salmon,,,,,,,
247,2/16/2019,Saturday,,,,,,,,4,0,1,4,1,10,5,2,,,,,,,,0,0,0,0,0,0,0,,,,,,,,6,2,6,2,5,21,4.2,73.8,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,2,Herring,,,,,,,
248,2/17/2019,Sunday,2,3,0,2,2,0,2,,,,,,11,7,1.571428571,0,2,0,5,1,2,0,,,,,,10,1.428571429,13,9,10,7,8,6,9,,,,,,62,8.857142857,73.2,73,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,,Mackerel,,,,,,,
