,Date,Eat_Total,AvgPiecesPerShark,Drop_Total,AvgDropsPerShark,Target_Total,AvgTargetsPerShark,SharkCount,Temperature,Temperature_Rounded,Saury,Blue Runner,Squid,Mackerel,Herring,Sardine,Mazuri Vitamins,Garlic,Salmon,Bonito,Bluefish,Mahi,Goggle Eye,Humbolt Squid,food_combo
371,2019-08-27,36,3.0,1,0.083333333,48,4.0,12,75.4,75,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Saury_Salmon
372,2019-08-29,22,1.8333333330000001,7,0.583333333,69,5.75,12,76.2,76,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
373,2019-08-31,13,2.6,0,0.0,9,1.8,5,76.2,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
374,2019-09-01,32,4.571428571,6,0.857142857,71,10.14285714,7,75.0,75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Mackerel
375,2019-09-03,42,3.5,2,0.166666667,73,6.083333333,12,75.4,75,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
376,2019-09-05,21,1.75,3,0.25,85,7.083333333,12,75.8,76,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Blue Runner_Squid_Bonito
377,2019-09-07,10,2.0,0,0.0,24,4.8,5,75.8,76,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Herring
378,2019-09-08,25,3.571428571,4,0.571428571,56,8.0,7,77.0,77,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
379,2019-09-10,33,2.75,2,0.166666667,61,5.083333333,12,75.6,76,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Saury_Salmon
380,2019-09-12,30,2.5,3,0.25,88,7.333333333,12,75.6,76,0,1,1,0,0,0,1,1,0,0,0,1,0,0,Blue Runner_Squid_Mahi
381,2019-09-14,10,2.0,1,0.2,10,2.0,5,75.6,76,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Herring
382,2019-09-15,26,3.714285714,3,0.428571429,50,7.142857143,7,75.4,75,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
383,2019-09-17,28,2.333333333,0,0.0,69,5.75,12,75.2,75,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
384,2019-09-18,40,3.333333333,7,0.583333333,108,9.0,12,75.0,75,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
385,2019-09-21,11,2.2,2,0.4,33,6.6,5,75.0,75,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Herring
386,2019-09-22,14,2.0,7,1.0,66,9.428571429,7,74.4,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Mackerel
387,2019-09-24,32,2.666666667,1,0.083333333,85,7.083333333,12,74.6,75,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Saury_Salmon
388,2019-09-26,37,3.083333333,7,0.583333333,72,6.0,12,74.4,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
389,2019-09-28,15,3.0,0,0.0,23,4.6,5,74.6,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
390,2019-09-29,38,5.428571429,0,0.0,105,15.0,7,74.4,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
391,2019-10-01,21,1.75,6,0.5,60,5.0,12,73.8,74,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
392,2019-10-03,27,2.25,11,0.916666667,47,3.916666667,12,73.4,73,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
393,2019-10-05,6,1.2,0,0.0,10,2.0,5,73.8,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
394,2019-10-06,28,4.0,5,0.7142857140000001,89,12.71428571,7,73.6,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
395,2019-10-08,28,2.333333333,2,0.166666667,45,3.75,12,73.2,73,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
396,2019-10-10,39,3.25,3,0.25,100,8.333333332999999,12,73.0,73,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
397,2019-10-12,12,2.4,1,0.2,30,6.0,5,73.4,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
398,2019-10-13,26,3.714285714,6,0.857142857,53,7.571428571,7,73.0,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
399,2019-10-15,23,1.9166666669999999,4,0.333333333,23,1.9166666669999999,12,77.2,77,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
400,2019-10-17,30,2.5,5,0.41666666700000005,116,9.666666667000001,12,72.0,72,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
401,2019-10-19,11,2.2,2,0.4,11,2.2,5,73.0,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
402,2019-10-20,21,3.0,6,0.857142857,66,9.428571429,7,72.8,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
403,2019-10-22,29,2.416666667,2,0.166666667,77,6.416666667,12,73.0,73,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
404,2019-10-24,29,2.416666667,6,0.5,140,11.66666667,12,73.4,73,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
405,2019-10-26,11,2.2,0,0.0,35,7.0,5,72.8,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
406,2019-10-28,15,2.142857143,3,0.428571429,36,5.1428571430000005,7,73.0,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
407,2019-10-29,29,2.416666667,2,0.166666667,48,4.0,12,73.0,73,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
408,2019-10-31,18,1.5,5,0.41666666700000005,61,5.083333333,12,72.4,72,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
409,2019-11-02,12,2.4,0,0.0,24,4.8,5,72.8,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
410,2019-11-03,13,1.857142857,4,0.571428571,46,6.571428571,7,73.0,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
411,2019-11-05,23,1.9166666669999999,2,0.166666667,36,3.0,12,73.2,73,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
412,2019-11-07,27,2.25,8,0.666666667,51,4.25,12,72.6,73,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Blue Runner_Squid
413,2019-11-09,12,2.4,0,0.0,24,4.8,5,72.8,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
414,2019-11-10,13,1.857142857,3,0.428571429,70,10.0,7,72.8,73,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Mackerel
415,2019-11-12,36,3.0,4,0.333333333,99,8.25,12,73.4,73,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Saury_Salmon
416,2019-11-14,28,2.333333333,6,0.5,98,8.166666667000001,12,73.0,73,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
417,2019-11-16,5,1.0,5,1.0,9,1.8,5,73.0,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
418,2019-11-17,21,3.0,3,0.428571429,169,24.14285714,7,72.8,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
419,2019-11-19,18,1.5,9,0.75,45,3.75,12,73.6,74,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
420,2019-11-21,32,2.666666667,11,0.916666667,69,5.75,12,73.6,74,0,1,1,0,0,0,0,0,0,0,1,1,0,0,Blue Runner_Squid_Bluefish_Mahi
421,2019-11-23,11,2.2,1,0.2,14,2.8,5,73.8,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
422,2019-11-24,19,2.714285714,4,0.571428571,70,10.0,7,73.4,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
423,2019-11-26,22,1.8333333330000001,4,0.333333333,65,5.416666667,12,73.6,74,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
424,2019-11-30,13,2.6,0,0.0,36,7.2,5,72.6,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
425,2019-12-01,16,2.285714286,9,1.285714286,53,7.571428571,7,72.8,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
426,2019-12-03,21,1.75,1,0.083333333,45,3.75,12,73.2,73,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
427,2019-12-05,35,2.916666667,4,0.333333333,108,9.0,12,73.8,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
428,2019-12-07,13,2.6,0,0.0,26,5.2,5,73.4,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
429,2019-12-08,12,1.714285714,2,0.28571428600000004,58,8.285714286000001,7,73.8,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
430,2019-12-10,19,1.5833333330000001,7,0.583333333,39,3.25,12,74.0,74,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
431,2019-12-12,35,2.916666667,5,0.41666666700000005,58,4.833333333,12,74.2,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
432,2019-12-15,2,0.4,6,1.2,18,3.6,5,74.2,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Mackerel
433,2019-12-16,18,2.5714285709999998,4,0.571428571,27,3.857142857,7,74.0,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
434,2019-12-17,30,2.5,3,0.25,43,3.583333333,12,73.8,74,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
435,2019-12-19,32,2.666666667,6,0.5,64,5.333333333,12,73.6,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Blue Runner
436,2019-12-21,15,3.0,0,0.0,23,4.6,5,73.0,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
437,2019-12-22,30,4.285714286,3,0.428571429,68,9.714285713999999,7,73.6,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
438,2019-12-24,24,2.0,7,0.583333333,44,3.666666667,12,73.4,73,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
439,2019-12-26,20,1.6666666669999999,8,0.666666667,60,5.0,12,73.6,74,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Blue Runner_Squid
440,2019-12-28,11,2.2,3,0.6,16,3.2,5,73.0,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
441,2019-12-29,22,3.142857143,2,0.28571428600000004,69,9.857142857000001,7,73.6,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
442,2019-12-31,23,1.9166666669999999,6,0.5,41,3.416666667,12,73.4,73,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
443,2020-01-02,26,2.166666667,5,0.41666666700000005,65,5.416666667,12,73.4,73,0,1,1,0,0,0,1,1,0,1,0,0,0,0,Blue Runner_Squid_Bonito
444,2020-01-04,16,3.2,0,0.0,42,8.4,5,73.2,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
445,2020-01-06,20,2.857142857,4,0.571428571,47,6.714285714,7,73.8,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
446,2020-01-07,22,1.8333333330000001,3,0.25,41,3.416666667,12,73.8,74,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
447,2020-01-09,19,1.5833333330000001,14,1.166666667,66,5.5,12,73.6,74,0,1,0,0,0,0,1,1,0,0,1,0,0,0,Blue Runner_Bluefish
448,2020-01-11,9,1.8,3,0.6,18,3.6,5,73.0,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
449,2020-01-12,16,2.285714286,8,1.142857143,44,6.285714286,7,73.6,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
450,2020-01-14,26,2.166666667,4,0.333333333,66,5.5,12,73.4,73,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
451,2020-01-16,26,2.166666667,4,0.333333333,79,6.583333333,12,72.6,73,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
452,2020-01-18,10,2.0,1,0.2,16,3.2,5,73.0,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
453,2020-01-19,24,3.428571429,2,0.28571428600000004,91,13.0,7,73.2,73,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Saury_Mackerel
454,2020-01-21,20,1.6666666669999999,1,0.083333333,31,2.583333333,12,73.0,73,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Saury_Salmon
455,2020-01-23,27,2.25,9,0.75,77,6.416666667,12,73.0,73,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Blue Runner
456,2020-01-25,11,2.2,2,0.4,19,3.8,5,73.4,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
457,2020-01-26,30,4.285714286,3,0.428571429,72,10.28571429,7,74.4,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
458,2020-01-28,28,2.333333333,1,0.083333333,57,4.75,12,74.2,74,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
459,2020-01-30,22,1.8333333330000001,5,0.41666666700000005,62,5.166666667,12,74.2,74,0,1,0,0,0,0,0,1,0,1,0,0,0,0,Blue Runner_Bonito
460,2020-02-01,10,2.0,0,0.0,20,4.0,5,73.0,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
461,2020-02-02,23,3.285714286,5,0.7142857140000001,67,9.571428571,7,74.2,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
462,2020-02-04,30,2.5,3,0.25,57,4.75,12,73.8,74,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
463,2020-02-06,23,1.9166666669999999,3,0.25,85,7.083333333,12,73.6,74,0,1,1,0,0,0,1,1,0,0,1,0,0,0,Blue Runner_Squid_Bluefish
464,2020-02-08,11,2.2,0,0.0,16,3.2,5,73.4,73,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Herring
465,2020-02-09,32,4.571428571,5,0.7142857140000001,108,15.42857143,7,74.0,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
466,2020-02-11,25,2.083333333,3,0.25,46,3.833333333,12,73.6,74,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
467,2020-02-13,20,1.6666666669999999,5,0.41666666700000005,62,5.166666667,12,73.4,73,0,1,0,0,0,1,0,1,0,0,0,0,0,0,Blue Runner
468,2020-02-15,7,1.4,1,0.2,10,2.0,5,73.0,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
469,2020-02-16,23,3.285714286,7,1.0,52,7.428571429,7,73.8,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
470,2020-02-18,27,2.25,8,0.666666667,62,5.166666667,12,73.8,74,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
471,2020-02-20,23,1.9166666669999999,7,0.583333333,82,6.833333333,12,73.4,73,0,1,1,0,0,0,1,1,0,0,1,0,0,0,Blue Runner_Squid_Bluefish
472,2020-02-22,9,1.8,0,0.0,25,5.0,5,73.0,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
473,2020-02-23,25,3.571428571,7,1.0,121,17.28571429,7,73.6,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
474,2020-02-24,22,1.8333333330000001,4,0.333333333,61,5.083333333,12,73.6,74,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
475,2020-02-27,11,0.916666667,1,0.083333333,42,3.5,12,73.2,73,0,1,1,0,0,0,1,1,0,1,0,0,0,0,Blue Runner_Squid_Bonito
476,2020-02-29,7,1.4,5,1.0,11,2.2,5,73.2,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
477,2020-03-01,33,4.714285714,3,0.428571429,71,10.14285714,7,73.4,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
478,2020-03-03,23,1.9166666669999999,3,0.25,82,6.833333333,12,73.4,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
479,2020-03-05,16,1.333333333,7,0.583333333,68,5.666666667,12,73.4,73,0,1,1,0,0,1,1,1,0,0,0,0,0,0,Blue Runner_Squid
480,2020-03-07,11,2.2,0,0.0,31,6.2,5,73.2,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
481,2020-03-08,21,3.0,6,0.857142857,118,16.85714286,7,74.2,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
482,2020-03-10,29,2.416666667,3,0.25,75,6.25,12,74.2,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
483,2020-03-12,20,1.6666666669999999,3,0.25,93,7.75,12,74.2,74,0,1,1,0,0,0,1,1,0,0,1,0,0,0,Blue Runner_Squid_Bluefish
484,2020-03-14,10,2.0,1,0.2,15,3.0,5,73.6,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
485,2020-03-15,26,3.714285714,3,0.428571429,81,11.57142857,7,74.6,75,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
486,2020-03-17,26,2.166666667,4,0.333333333,93,7.75,12,74.6,75,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
487,2020-03-19,22,1.8333333330000001,16,1.333333333,97,8.083333332999999,12,74.6,75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Blue Runner_Squid
488,2020-03-21,6,1.2,0,0.0,6,1.2,5,74.4,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mackerel
489,2020-03-22,28,4.0,1,0.14285714300000002,83,11.85714286,7,74.6,75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Mackerel
490,2020-03-26,41,3.416666667,7,0.583333333,84,7.0,12,74.6,75,0,1,1,0,0,0,1,1,0,1,0,0,0,0,Blue Runner_Squid_Bonito
491,2020-03-28,16,3.2,0,0.0,18,3.6,5,74.0,74,0,0,1,0,1,0,0,1,0,0,0,0,0,0,Squid_Herring
492,2020-03-29,12,1.714285714,13,1.857142857,55,7.857142857,7,73.2,73,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Mackerel
493,2020-03-31,14,1.166666667,9,0.75,51,4.25,12,73.2,73,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Saury
494,2020-04-02,26,2.166666667,8,0.666666667,56,4.666666667,12,72.6,73,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Blue Runner_Squid
495,2020-04-04,11,2.2,0,0.0,24,4.8,5,72.2,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
496,2020-04-05,15,2.142857143,6,0.857142857,43,6.142857143,7,73.0,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
497,2020-04-07,22,1.8333333330000001,4,0.333333333,45,3.75,12,72.8,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
498,2020-04-09,32,2.666666667,11,0.916666667,79,6.583333333,12,73.4,73,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
499,2020-04-11,11,2.2,2,0.4,23,4.6,5,73.8,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
500,2020-04-12,18,2.5714285709999998,5,0.7142857140000001,45,6.428571429,7,73.0,73,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Mackerel
501,2020-04-14,20,1.6666666669999999,4,0.333333333,37,3.083333333,12,73.2,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Saury
502,2020-04-16,15,1.25,13,1.083333333,34,2.833333333,12,73.0,73,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Blue Runner_Squid
503,2020-04-18,6,1.2,1,0.2,24,4.8,5,73.2,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
504,2020-04-19,22,3.142857143,3,0.428571429,47,6.714285714,7,72.6,73,1,0,0,1,0,0,0,1,0,0,0,0,0,0,Saury_Mackerel
505,2020-04-21,26,2.166666667,8,0.666666667,68,5.666666667,12,73.0,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
506,2020-04-23,27,2.25,5,0.41666666700000005,73,6.083333333,12,74.8,75,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
507,2020-04-25,16,1.333333333,0,0.0,49,4.083333333,12,75.0,75,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Mackerel_Herring
508,2020-04-28,9,0.75,11,0.916666667,42,3.5,12,74.4,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Saury
509,2020-04-30,19,1.5833333330000001,16,1.333333333,32,2.666666667,12,74.8,75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Blue Runner_Squid
510,2020-05-02,18,2.5714285709999998,3,0.428571429,18,2.5714285709999998,7,74.6,75,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Squid_Mackerel_Herring
511,2020-05-05,23,1.9166666669999999,3,0.25,64,5.333333333,12,75.4,75,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
512,2020-05-07,20,1.6666666669999999,6,0.5,83,6.916666667,12,75.0,75,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
513,2020-05-09,8,1.6,2,0.4,26,5.2,5,75.0,75,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Herring
514,2020-05-10,21,3.0,3,0.428571429,40,5.714285714,7,75.0,75,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
515,2020-05-12,20,1.6666666669999999,2,0.166666667,74,6.166666667,12,74.8,75,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
516,2020-05-14,19,1.5833333330000001,6,0.5,49,4.083333333,12,75.2,75,0,1,1,0,0,0,1,1,0,0,0,1,0,0,Blue Runner_Squid_Mahi
517,2020-05-16,4,0.8,1,0.2,13,2.6,5,74.0,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mackerel
518,2020-05-17,21,3.0,0,0.0,103,14.71428571,7,75.4,75,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
519,2020-05-19,34,2.833333333,2,0.166666667,53,4.416666667,12,75.2,75,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
520,2020-05-21,19,1.5833333330000001,6,0.5,82,6.833333333,12,74.8,75,0,1,1,0,0,0,1,1,1,0,0,0,0,0,Blue Runner_Squid_Salmon
521,2020-05-23,0,0.0,0,0.0,0,0.0,5,74.6,75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Squid
522,2020-05-24,18,2.5714285709999998,2,0.28571428600000004,44,6.285714286,7,75.4,75,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
523,2020-05-26,33,2.75,4,0.333333333,52,4.333333333,12,75.4,75,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
524,2020-05-28,25,2.083333333,5,0.41666666700000005,42,3.5,12,75.6,76,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
525,2020-05-30,1,0.2,0,0.0,10,2.0,5,75.6,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
526,2020-05-31,12,1.714285714,4,0.571428571,46,6.571428571,7,75.6,76,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
527,2020-06-02,28,2.333333333,8,0.666666667,39,3.25,12,76.0,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
528,2020-06-04,20,1.6666666669999999,3,0.25,46,3.833333333,12,75.8,76,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
529,2020-06-06,0,0.0,0,0.0,0,0.0,5,75.6,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
530,2020-06-07,16,2.285714286,1,0.14285714300000002,79,11.28571429,7,76.4,76,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
531,2020-06-09,25,2.083333333,5,0.41666666700000005,70,5.833333333,12,75.8,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
532,2020-06-11,32,2.666666667,7,0.583333333,63,5.25,12,75.8,76,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
533,2020-06-13,1,0.2,0,0.0,3,0.6,5,74.8,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mackerel
534,2020-06-14,21,3.0,2,0.28571428600000004,43,6.142857143,7,75.4,75,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
535,2020-06-16,24,2.0,4,0.333333333,56,4.666666667,12,75.6,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
536,2020-06-18,32,2.666666667,6,0.5,35,2.916666667,12,75.2,75,0,1,1,0,0,0,1,1,1,0,0,0,0,0,Blue Runner_Squid_Salmon
537,2020-06-20,6,1.2,3,0.6,7,1.4,5,74.8,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mackerel
538,2020-06-21,24,3.428571429,3,0.428571429,44,6.285714286,7,75.4,75,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
539,2020-06-23,34,2.833333333,4,0.333333333,39,3.25,12,75.6,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
540,2020-06-25,48,4.0,6,0.5,64,5.333333333,12,75.8,76,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
541,2020-06-27,9,1.8,1,0.2,18,3.6,5,75.4,75,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Squid_Mackerel
542,2020-06-28,20,2.857142857,2,0.28571428600000004,37,5.285714286,7,76.2,76,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
543,2020-06-30,33,2.75,2,0.166666667,55,4.583333333,12,75.8,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
544,2020-07-02,15,1.25,10,0.833333333,23,1.9166666669999999,12,74.2,74,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Blue Runner_Salmon
545,2020-07-04,8,1.6,1,0.2,9,1.8,5,75.4,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mackerel
546,2020-07-05,18,2.5714285709999998,2,0.28571428600000004,40,5.714285714,7,75.6,76,0,0,0,1,0,1,1,1,0,0,0,0,0,0,Mackerel
547,2020-07-07,28,2.333333333,6,0.5,52,4.333333333,12,75.4,75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Saury
548,2020-07-09,16,1.333333333,5,0.41666666700000005,59,4.916666667,12,75.2,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Blue Runner
549,2020-07-11,0,0.0,0,0.0,20,4.0,5,75.6,76,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Mackerel
550,2020-07-12,20,2.857142857,1,0.14285714300000002,33,4.714285714,7,76.2,76,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
551,2020-07-14,33,2.75,1,0.083333333,47,3.916666667,12,76.2,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
552,2020-07-16,37,3.083333333,10,0.833333333,65,5.416666667,12,76.2,76,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
553,2020-07-18,16,3.2,0,0.0,30,6.0,5,75.8,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
554,2020-07-19,18,2.5714285709999998,2,0.28571428600000004,36,5.1428571430000005,7,76.6,77,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
