,Date,Eat_Total,AvgPiecesPerShark,Drop_Total,AvgDropsPerShark,Target_Total,AvgTargetsPerShark,SharkCount,Temperature,Temperature_Rounded,Saury,Blue Runner,Squid,Mackerel,Herring,Sardine,Mazuri Vitamins,Garlic,Salmon,Bonito,Bluefish,Mahi,Goggle Eye,Humbolt Squid,food_combo
183,2018-10-23,12,1.0,2,0.166666667,53,4.416666667,12,74.8,75,0,0,1,0,0,0,1,1,0,1,0,0,0,0,Squid_Bonito
184,2018-10-25,29,2.416666667,9,0.75,75,6.25,12,74.6,75,0,0,0,0,1,1,1,1,0,0,0,0,0,0,Herring
185,2018-10-27,2,0.4,0,0.0,13,2.6,5,74.4,74,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Salmon
186,2018-10-28,17,2.4285714290000002,0,0.0,54,7.714285714,7,74.8,75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
187,2018-10-30,29,2.416666667,4,0.333333333,66,5.5,12,74.4,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
188,2018-11-01,22,1.8333333330000001,2,0.166666667,83,6.916666667,12,74.2,74,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Squid
189,2018-11-03,1,0.2,0,0.0,12,2.4,5,74.2,74,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
190,2018-11-04,10,1.428571429,2,0.28571428600000004,34,4.8571428569999995,7,73.6,74,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Saury
191,2018-11-06,28,2.333333333,3,0.25,97,8.083333332999999,12,73.6,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
192,2018-11-08,12,1.0,10,0.833333333,42,3.5,12,73.6,74,0,0,1,0,0,0,1,1,0,0,1,0,0,0,Squid_Bluefish
193,2018-11-10,12,2.4,0,0.0,43,8.6,5,73.2,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
194,2018-11-11,14,2.0,0,0.0,45,6.428571429,7,73.6,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Mackerel
195,2018-11-13,31,2.583333333,2,0.166666667,47,3.916666667,12,73.4,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
196,2018-11-15,29,2.416666667,7,0.583333333,105,8.75,12,72.8,73,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
197,2018-11-17,12,2.4,2,0.4,53,10.6,5,73.4,73,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Squid_Herring
198,2018-11-18,25,3.571428571,0,0.0,69,9.857142857000001,7,73.0,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
199,2018-11-20,31,2.583333333,3,0.25,84,7.0,12,73.0,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
200,2018-11-24,14,2.8,0,0.0,42,8.4,5,74.2,74,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Squid_Herring
201,2018-11-25,19,2.714285714,2,0.28571428600000004,77,11.0,7,73.8,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Mackerel
202,2018-11-27,29,2.416666667,5,0.41666666700000005,75,6.25,12,74.0,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
203,2018-11-29,24,2.0,5,0.41666666700000005,56,4.666666667,12,73.8,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
204,2018-12-01,14,2.8,0,0.0,36,7.2,5,73.6,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
205,2018-12-02,26,3.714285714,3,0.428571429,43,6.142857143,7,73.4,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
206,2018-12-04,29,2.416666667,6,0.5,64,5.333333333,12,73.2,73,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Saury
207,2018-12-06,20,1.6666666669999999,5,0.41666666700000005,64,5.333333333,12,73.6,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
208,2018-12-08,14,2.8,0,0.0,24,4.8,5,73.6,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
209,2018-12-09,25,3.571428571,0,0.0,29,4.1428571430000005,7,73.8,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
210,2018-12-11,29,2.416666667,2,0.166666667,86,7.166666667,12,73.8,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Saury
211,2018-12-13,18,1.5,9,0.75,76,6.333333333,12,73.2,73,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
212,2018-12-15,17,3.4,1,0.2,24,4.8,5,73.6,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
213,2018-12-16,25,3.571428571,4,0.571428571,111,15.85714286,7,73.4,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
214,2018-12-18,28,2.333333333,2,0.166666667,67,5.583333333,12,74.2,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
215,2018-12-20,20,1.6666666669999999,10,0.833333333,59,4.916666667,12,73.8,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
216,2018-12-22,12,2.4,0,0.0,23,4.6,5,74.0,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
217,2018-12-23,24,3.428571429,1,0.14285714300000002,99,14.14285714,7,73.2,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
218,2018-12-27,23,1.9166666669999999,3,0.25,73,6.083333333,12,73.4,73,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
219,2018-12-28,10,2.0,0,0.0,30,6.0,5,73.6,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
220,2018-12-30,23,3.285714286,1,0.14285714300000002,113,16.14285714,7,73.8,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
221,2019-01-01,31,2.583333333,2,0.166666667,49,4.083333333,12,73.4,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
222,2019-01-03,27,2.25,6,0.5,76,6.333333333,12,73.6,74,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Blue Runner_Squid
223,2019-01-05,2,0.4,0,0.0,12,2.4,5,73.6,74,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Blue Runner_Squid
224,2019-01-06,25,3.571428571,0,0.0,100,14.28571429,7,74.2,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
225,2019-01-08,44,3.666666667,2,0.166666667,102,8.5,12,73.6,74,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Saury
226,2019-01-10,22,1.8333333330000001,2,0.166666667,43,3.583333333,12,73.2,73,0,1,0,0,0,0,1,1,0,0,0,0,0,0,Blue Runner
227,2019-01-12,9,1.8,2,0.4,24,4.8,5,73.8,74,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Herring
228,2019-01-13,28,4.0,2,0.28571428600000004,79,11.28571429,7,74.2,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
229,2019-01-15,30,2.5,2,0.166666667,66,5.5,12,73.4,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
230,2019-01-17,23,1.9166666669999999,4,0.333333333,80,6.666666667,12,73.2,73,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
231,2019-01-19,0,0.0,0,0.0,2,0.4,5,74.6,75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Blue Runner
232,2019-01-20,26,3.714285714,0,0.0,90,12.85714286,7,73.6,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Mackerel
233,2019-01-22,32,2.666666667,1,0.083333333,72,6.0,12,74.0,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
234,2019-01-24,32,2.666666667,4,0.333333333,65,5.416666667,12,73.2,73,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
235,2019-01-26,0,0.0,0,0.0,0,0.0,5,73.4,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
236,2019-01-27,28,4.0,1,0.14285714300000002,70,10.0,7,73.4,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
237,2019-01-29,24,2.0,7,0.583333333,43,3.583333333,12,73.4,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
238,2019-01-31,33,2.75,3,0.25,105,8.75,12,73.6,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
239,2019-02-02,2,0.4,1,0.2,3,0.6,5,73.8,74,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Mahi
240,2019-02-03,18,2.5714285709999998,1,0.14285714300000002,48,6.857142857,7,73.8,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
241,2019-02-05,28,2.333333333,2,0.166666667,63,5.25,12,73.2,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
242,2019-02-07,17,1.4166666669999999,7,0.583333333,88,7.333333333,12,73.6,74,0,1,1,0,0,0,1,1,0,1,0,0,0,0,Blue Runner_Squid_Bonito
243,2019-02-09,14,2.8,0,0.0,17,3.4,5,74.0,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
244,2019-02-10,17,2.4285714290000002,10,1.428571429,75,10.71428571,7,73.2,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
245,2019-02-12,22,1.8333333330000001,4,0.333333333,77,6.416666667,12,73.2,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
246,2019-02-14,26,2.166666667,4,0.333333333,57,4.75,12,73.6,74,0,1,1,0,0,0,1,1,1,0,0,0,0,0,Blue Runner_Squid_Salmon
247,2019-02-16,10,2.0,0,0.0,21,4.2,5,73.8,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
248,2019-02-17,11,1.571428571,10,1.428571429,62,8.857142857000001,7,73.2,73,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Mackerel
249,2019-02-19,29,2.416666667,2,0.166666667,78,6.5,12,73.8,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
250,2019-02-21,28,2.333333333,4,0.333333333,49,4.083333333,12,72.8,73,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
251,2019-02-23,11,2.2,0,0.0,17,3.4,5,74.0,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
252,2019-02-24,17,2.4285714290000002,3,0.428571429,68,9.714285713999999,7,73.0,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
253,2019-02-26,30,2.5,3,0.25,116,9.666666667000001,12,73.2,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
254,2019-02-28,18,1.5,11,0.916666667,66,5.5,12,73.8,74,0,0,0,1,0,0,1,1,0,0,0,1,0,0,Mackerel_Mahi
255,2019-03-02,6,1.2,1,0.2,7,1.4,5,73.6,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
256,2019-03-03,12,1.714285714,7,1.0,77,11.0,7,73.8,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
257,2019-03-05,27,2.25,2,0.166666667,59,4.916666667,12,73.4,73,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Saury
258,2019-03-07,21,1.75,4,0.333333333,77,6.416666667,12,74.0,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
259,2019-03-09,13,2.6,0,0.0,25,5.0,5,73.8,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
260,2019-03-10,19,2.714285714,3,0.428571429,80,11.42857143,7,73.8,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
261,2019-03-12,27,2.25,1,0.083333333,104,8.666666667000001,12,73.4,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
262,2019-03-14,36,3.0,5,0.41666666700000005,91,7.583333333,12,73.4,73,0,1,1,0,0,0,1,1,1,0,0,0,0,0,Blue Runner_Squid_Salmon
263,2019-03-16,9,1.285714286,2,0.28571428600000004,33,4.714285714,7,73.6,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
264,2019-03-17,21,3.0,5,0.7142857140000001,59,8.428571429,7,74.2,74,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
265,2019-03-19,27,2.25,2,0.166666667,94,7.833333333,12,73.8,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
266,2019-03-21,20,1.6666666669999999,16,1.333333333,90,7.5,12,73.4,73,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Blue Runner
267,2019-03-23,14,2.8,2,0.4,44,8.8,5,73.6,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
268,2019-03-24,21,3.0,4,0.571428571,58,8.285714286000001,7,73.4,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
269,2019-03-26,19,1.5833333330000001,3,0.25,62,5.166666667,12,74.2,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
270,2019-03-28,30,2.5,9,0.75,70,5.833333333,12,73.6,74,0,1,1,0,0,0,1,1,0,0,0,1,0,0,Blue Runner_Squid_Mahi
271,2019-03-30,13,2.6,1,0.2,22,4.4,5,73.8,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
272,2019-03-31,20,2.857142857,5,0.7142857140000001,94,13.42857143,7,73.0,73,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Saury
273,2019-04-02,17,1.4166666669999999,2,0.166666667,47,3.916666667,12,73.4,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
274,2019-04-04,33,2.75,7,0.583333333,51,4.25,12,73.6,74,0,1,1,0,0,0,1,1,1,0,0,0,0,0,Blue Runner_Squid_Salmon
275,2019-04-06,13,2.6,1,0.2,48,9.6,5,73.8,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
276,2019-04-07,23,3.285714286,7,1.0,85,12.14285714,7,73.8,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Mackerel
277,2019-04-09,19,1.5833333330000001,3,0.25,57,4.75,12,74.4,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
278,2019-04-11,25,2.083333333,4,0.333333333,72,6.0,12,74.6,75,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
279,2019-04-13,17,3.4,3,0.6,33,6.6,5,73.8,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
280,2019-04-14,25,3.571428571,3,0.428571429,70,10.0,7,73.6,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
281,2019-04-16,22,1.8333333330000001,4,0.333333333,57,4.75,12,73.6,74,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Saury
282,2019-04-18,28,2.333333333,3,0.25,72,6.0,12,73.4,73,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
283,2018-04-20,16,3.2,1,0.2,11,2.2,5,73.8,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
284,2019-04-21,24,3.428571429,2,0.28571428600000004,62,8.857142857000001,7,73.8,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
285,2019-04-23,26,2.166666667,1,0.083333333,66,5.5,12,74.2,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
286,2019-04-25,36,3.0,2,0.166666667,58,4.833333333,12,74.2,74,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Blue Runner
287,2019-04-27,9,1.8,1,0.2,2,0.4,5,73.8,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
288,2019-04-28,23,3.285714286,3,0.428571429,70,10.0,7,74.0,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
289,2019-04-30,30,2.5,3,0.25,52,4.333333333,12,73.6,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
290,2019-05-02,30,2.5,7,0.583333333,56,4.666666667,12,74.0,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
291,2019-05-04,10,2.0,2,0.4,32,6.4,5,73.0,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
292,2019-05-05,16,2.285714286,12,1.714285714,40,5.714285714,7,74.2,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
293,2019-05-07,28,2.333333333,0,0.0,66,5.5,12,74.0,74,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Saury
294,2019-05-08,44,3.666666667,6,0.5,86,7.166666667,12,73.8,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
295,2019-05-11,13,2.6,1,0.2,22,4.4,5,73.4,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
296,2019-05-12,9,1.285714286,7,1.0,51,7.285714286,7,74.2,74,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Mackerel
297,2019-05-14,20,1.6666666669999999,1,0.083333333,59,4.916666667,12,74.0,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Saury
298,2019-05-16,38,3.166666667,4,0.333333333,57,4.75,12,74.2,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
299,2019-05-18,10,2.0,1,0.2,23,4.6,5,74.4,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
300,2019-05-19,34,4.8571428569999995,9,1.285714286,110,15.71428571,7,73.6,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
301,2019-05-21,19,1.5833333330000001,5,0.41666666700000005,46,3.833333333,12,73.8,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
302,2019-05-23,28,2.333333333,8,0.666666667,84,7.0,12,73.6,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
303,2019-05-25,12,2.4,0,0.0,24,4.8,5,73.8,74,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Mackerel
304,2019-05-26,3,0.428571429,5,0.7142857140000001,55,7.857142857,7,73.8,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
305,2019-05-28,21,1.75,0,0.0,39,3.25,12,73.6,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
306,2019-05-30,19,1.5833333330000001,6,0.5,63,5.25,12,74.2,74,0,1,1,0,0,0,1,1,1,0,0,0,0,0,Blue Runner_Squid_Salmon
307,2019-06-01,12,2.4,3,0.6,31,6.2,5,74.6,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
308,2019-06-02,19,2.714285714,3,0.428571429,73,10.42857143,7,74.6,75,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
309,2019-06-04,24,2.0,4,0.333333333,89,7.416666667,12,74.8,75,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
310,2019-06-06,33,2.75,4,0.333333333,61,5.083333333,12,74.4,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
311,2019-06-08,10,2.0,1,0.2,16,3.2,5,74.4,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
312,2019-06-09,18,2.5714285709999998,4,0.571428571,98,14.0,7,74.2,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Mackerel
313,2019-06-09,18,2.5714285709999998,4,0.571428571,98,14.0,7,75.8,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
314,2019-06-09,18,2.5714285709999998,4,0.571428571,57,4.75,7,74.2,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Mackerel
315,2019-06-09,18,2.5714285709999998,4,0.571428571,57,4.75,7,75.8,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
316,2019-06-09,18,2.5714285709999998,0,0.0,98,14.0,7,74.2,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Mackerel
317,2019-06-09,18,2.5714285709999998,0,0.0,98,14.0,7,75.8,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
318,2019-06-09,18,2.5714285709999998,0,0.0,57,4.75,7,74.2,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Mackerel
319,2019-06-09,18,2.5714285709999998,0,0.0,57,4.75,7,75.8,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
320,2019-06-09,37,3.083333333,4,0.571428571,98,14.0,12,74.2,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Mackerel
321,2019-06-09,37,3.083333333,4,0.571428571,98,14.0,12,75.8,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
322,2019-06-09,37,3.083333333,4,0.571428571,57,4.75,12,74.2,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Mackerel
323,2019-06-09,37,3.083333333,4,0.571428571,57,4.75,12,75.8,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
324,2019-06-09,37,3.083333333,0,0.0,98,14.0,12,74.2,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Mackerel
325,2019-06-09,37,3.083333333,0,0.0,98,14.0,12,75.8,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
326,2019-06-09,37,3.083333333,0,0.0,57,4.75,12,74.2,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Mackerel
327,2019-06-09,37,3.083333333,0,0.0,57,4.75,12,75.8,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
328,2019-06-11,31,2.583333333,2,0.166666667,52,4.333333333,12,74.6,75,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
329,2019-06-13,25,2.083333333,6,0.5,50,4.166666667,12,74.6,75,0,1,1,0,0,0,1,1,0,0,0,1,0,0,Blue Runner_Squid_Mahi
330,2019-06-15,12,2.4,2,0.4,23,4.6,5,75.6,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
331,2019-06-16,31,4.428571429,4,0.571428571,117,16.71428571,7,75.0,75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Mackerel
332,2019-06-18,27,2.25,5,0.41666666700000005,73,6.083333333,12,75.6,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
333,2019-06-20,24,2.0,9,0.75,92,7.666666667,12,75.2,75,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
334,2019-06-22,14,2.8,1,0.2,28,5.6,5,74.8,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
335,2019-06-23,40,5.714285714,5,0.7142857140000001,119,17.0,7,74.2,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Mackerel
336,2019-06-25,27,2.25,1,0.083333333,79,6.583333333,12,74.8,75,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
337,2019-06-27,41,3.416666667,1,0.083333333,69,5.75,12,74.8,75,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
338,2019-06-29,14,2.8,0,0.0,29,5.8,5,75.2,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
339,2019-06-30,29,4.1428571430000005,3,0.428571429,99,14.14285714,7,75.2,75,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
340,2019-07-02,28,2.333333333,2,0.166666667,84,7.0,12,76.2,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
341,2019-07-04,40,3.333333333,5,0.41666666700000005,98,8.166666667000001,12,75.0,75,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
342,2019-07-06,11,2.2,2,0.4,20,4.0,5,75.4,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
343,2019-06-07,17,2.4285714290000002,12,1.714285714,62,8.857142857000001,7,75.4,75,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Mackerel
344,2019-07-11,29,2.416666667,7,0.583333333,95,7.916666667,12,74.2,74,1,1,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Blue Runner_Salmon
345,2019-07-13,12,2.4,0,0.0,25,5.0,5,74.6,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
346,2019-07-14,28,4.0,8,1.142857143,123,17.57142857,7,76.0,76,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
347,2019-07-16,27,2.25,2,0.166666667,58,4.833333333,12,75.8,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
348,2019-07-18,45,3.75,3,0.25,103,8.583333332999999,12,76.0,76,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
349,2019-07-20,13,2.6,1,0.2,17,3.4,5,75.6,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
350,2019-07-21,50,7.142857143,4,0.571428571,162,23.14285714,7,76.0,76,0,0,0,0,0,1,1,1,0,0,0,0,0,0,
351,2019-07-23,20,1.6666666669999999,9,0.75,107,8.916666667000001,12,75.8,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Saury
352,2019-07-25,29,2.416666667,8,0.666666667,110,9.166666667000001,12,76.0,76,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Blue Runner_Squid
353,2019-07-27,14,2.8,3,0.6,29,5.8,5,76.6,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
354,2019-07-28,32,4.571428571,11,1.571428571,155,22.14285714,7,76.2,76,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Herring
355,2019-07-30,24,2.0,3,0.25,67,5.583333333,12,76.6,77,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
356,2019-08-01,34,2.833333333,7,0.583333333,78,6.5,12,76.6,77,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Blue Runner_Squid
357,2019-08-03,13,2.6,0,0.0,11,2.2,5,76.8,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
358,2019-08-04,32,4.571428571,5,0.7142857140000001,82,11.71428571,7,77.8,78,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Herring
359,2019-08-06,29,2.416666667,3,0.25,55,4.583333333,12,76.8,77,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
360,2019-08-08,32,2.666666667,5,0.41666666700000005,127,10.58333333,12,77.0,77,0,1,0,0,0,0,0,1,1,0,0,0,0,0,Blue Runner_Salmon
361,2019-08-10,15,3.0,0,0.0,20,4.0,5,77.2,77,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Squid_Herring
362,2019-08-11,33,4.714285714,8,1.142857143,124,17.71428571,7,77.4,77,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Herring
363,2019-08-13,28,2.333333333,3,0.25,60,5.0,12,76.6,77,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
364,2019-08-15,29,2.416666667,7,0.583333333,115,9.583333332999999,12,76.2,76,0,1,1,0,0,0,1,1,0,0,0,1,0,0,Blue Runner_Squid_Mahi
365,2019-08-17,12,2.4,2,0.4,32,6.4,5,76.6,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
366,2019-08-18,29,4.1428571430000005,5,0.7142857140000001,82,11.71428571,7,76.2,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mackerel
367,2019-08-20,24,2.0,1,0.083333333,60,5.0,12,76.2,76,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Saury_Salmon
368,2019-08-22,25,2.083333333,9,0.75,87,7.25,12,75.8,76,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Blue Runner_Squid
369,2019-08-24,9,1.8,1,0.2,7,1.4,5,76.0,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
370,2019-08-25,36,5.1428571430000005,2,0.28571428600000004,77,11.0,7,76.4,76,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
